r,l,t,m,y,RateOfActivity
REGION1,SEA2N,PWRHYDB03,1,2044,9.7762
REGION1,SEA3N,PWRHYDB03,1,2044,0.412
REGION1,SEA4N,PWRHYDB03,1,2044,9.7762
REGION1,SEA1N,PWRHYDB03,1,2045,9.7762
REGION1,SEA3D,PWRHYDB03,1,2045,0.5768
REGION1,SEA3N,PWRHYDB03,1,2045,9.7762
REGION1,SEA4N,PWRHYDB03,1,2045,9.7762
REGION1,SEA2N,PWRHYDB03,1,2046,9.7762
REGION1,SEA3D,PWRHYDB03,1,2046,2.532
REGION1,SEA3N,PWRHYDB03,1,2046,9.7762
REGION1,SEA4N,PWRHYDB03,1,2046,9.7762
REGION1,SEA1N,PWRHYDB03,1,2047,9.7762
REGION1,SEA2N,PWRHYDB03,1,2047,9.7762
REGION1,SEA3N,PWRHYDB03,1,2047,3.9035
REGION1,SEA4N,PWRHYDB03,1,2047,9.7762
REGION1,SEA1D,PWRHYDB03,1,2048,9.7762
REGION1,SEA1N,PWRHYDB03,1,2048,0.5094
REGION1,SEA2N,PWRHYDB03,1,2048,9.7762
REGION1,SEA3D,PWRHYDB03,1,2048,1.9716
REGION1,SEA3N,PWRHYDB03,1,2048,9.7762
REGION1,SEA1N,PWRHYDB03,1,2049,9.7762
REGION1,SEA2N,PWRHYDB03,1,2049,0.6409
REGION1,SEA3N,PWRHYDB03,1,2049,9.7762
REGION1,SEA4N,PWRHYDB03,1,2049,9.7762
REGION1,SEA1N,PWRHYDB03,1,2050,9.7762
REGION1,SEA2N,PWRHYDB03,1,2050,9.7762
REGION1,SEA3D,PWRHYDB03,1,2050,1.2496
REGION1,SEA3N,PWRHYDB03,1,2050,9.7762
REGION1,SEA4N,PWRHYDB03,1,2050,3.4619
REGION1,SEA2N,PWRHYDB04,1,2020,30.2746
REGION1,SEA3D,PWRHYDB04,1,2020,30.2746
REGION1,SEA4D,PWRHYDB04,1,2020,15.5073
REGION1,SEA4N,PWRHYDB04,1,2020,30.2746
REGION1,SEA1N,PWRHYDB04,1,2021,8.363
REGION1,SEA2D,PWRHYDB04,1,2021,30.2746
REGION1,SEA2N,PWRHYDB04,1,2021,30.2746
REGION1,SEA3D,PWRHYDB04,1,2021,3.0079
REGION1,SEA4D,PWRHYDB04,1,2021,30.2746
REGION1,SEA4N,PWRHYDB04,1,2021,1.1663
REGION1,SEA2N,PWRHYDB04,1,2022,30.2746
REGION1,SEA3D,PWRHYDB04,1,2022,16.984
REGION1,SEA4D,PWRHYDB04,1,2022,30.2746
REGION1,SEA4N,PWRHYDB04,1,2022,30.2746
REGION1,SEA1D,PWRHYDB04,1,2023,30.2746
REGION1,SEA2D,PWRHYDB04,1,2023,12.6207
REGION1,SEA3D,PWRHYDB04,1,2023,24.038
REGION1,SEA4D,PWRHYDB04,1,2023,30.2746
REGION1,SEA1D,PWRHYDB04,1,2024,30.2746
REGION1,SEA2N,PWRHYDB04,1,2024,15.5073
REGION1,SEA3D,PWRHYDB04,1,2024,30.2746
REGION1,SEA4D,PWRHYDB04,1,2024,30.2746
REGION1,SEA2N,PWRHYDB04,1,2025,2.0519
REGION1,SEA3N,PWRHYDB04,1,2025,30.2746
REGION1,SEA4D,PWRHYDB04,1,2025,30.2746
REGION1,SEA4N,PWRHYDB04,1,2025,30.2746
REGION1,SEA1D,PWRHYDB04,1,2026,30.2746
REGION1,SEA2D,PWRHYDB04,1,2026,8.7229
REGION1,SEA3D,PWRHYDB04,1,2026,30.2746
REGION1,SEA4D,PWRHYDB04,1,2026,30.2746
REGION1,SEA1D,PWRHYDB04,1,2027,30.2746
REGION1,SEA2N,PWRHYDB04,1,2027,15.5073
REGION1,SEA3D,PWRHYDB04,1,2027,30.2746
REGION1,SEA4D,PWRHYDB04,1,2027,30.2746
REGION1,SEA1N,PWRHYDB04,1,2028,30.2746
REGION1,SEA2D,PWRHYDB04,1,2028,16.2915
REGION1,SEA3D,PWRHYDB04,1,2028,30.2746
REGION1,SEA4D,PWRHYDB04,1,2028,30.2746
REGION1,SEA2D,PWRHYDB04,1,2029,30.2746
REGION1,SEA3N,PWRHYDB04,1,2029,30.2746
REGION1,SEA4N,PWRHYDB04,1,2029,17.3776
REGION1,SEA1D,PWRHYDB04,1,2030,30.2746
REGION1,SEA1N,PWRHYDB04,1,2030,12.6878
REGION1,SEA3D,PWRHYDB04,1,2030,30.2746
REGION1,SEA4D,PWRHYDB04,1,2030,30.2746
REGION1,SEA1D,PWRHYDB04,1,2031,30.2746
REGION1,SEA1N,PWRHYDB04,1,2031,30.2746
REGION1,SEA2N,PWRHYDB04,1,2031,12.1435
REGION1,SEA4D,PWRHYDB04,1,2031,30.2746
REGION1,SEA2D,PWRHYDB04,1,2032,30.2746
REGION1,SEA3D,PWRHYDB04,1,2032,30.2746
REGION1,SEA4D,PWRHYDB04,1,2032,18.8202
REGION1,SEA4N,PWRHYDB04,1,2032,14.1587
REGION1,SEA1N,PWRHYDB04,1,2033,30.2746
REGION1,SEA3D,PWRHYDB04,1,2033,30.2746
REGION1,SEA4D,PWRHYDB04,1,2033,30.2746
REGION1,SEA4N,PWRHYDB04,1,2033,17.3776
REGION1,SEA1N,PWRHYDB04,1,2034,12.6878
REGION1,SEA3D,PWRHYDB04,1,2034,30.2746
REGION1,SEA4D,PWRHYDB04,1,2034,30.2746
REGION1,SEA4N,PWRHYDB04,1,2034,30.2746
REGION1,SEA2D,PWRHYDB04,1,2035,30.2746
REGION1,SEA3N,PWRHYDB04,1,2035,29.4312
REGION1,SEA4D,PWRHYDB04,1,2035,30.2746
REGION1,SEA3D,PWRHYDB04,1,2036,30.2746
REGION1,SEA3N,PWRHYDB04,1,2036,9.969
REGION1,SEA4D,PWRHYDB04,1,2036,30.2746
REGION1,SEA4N,PWRHYDB04,1,2036,30.2746
REGION1,SEA1D,PWRHYDB04,1,2037,14.8812
REGION1,SEA2D,PWRHYDB04,1,2037,30.2746
REGION1,SEA2N,PWRHYDB04,1,2037,20.9798
REGION1,SEA4D,PWRHYDB04,1,2037,30.2746
REGION1,SEA1D,PWRHYDB04,1,2038,25.4508
REGION1,SEA1N,PWRHYDB04,1,2038,30.2746
REGION1,SEA4N,PWRHYDB04,1,2038,30.2746
REGION1,SEA2N,PWRHYDB04,1,2039,30.2746
REGION1,SEA3D,PWRHYDB04,1,2039,30.2746
REGION1,SEA4D,PWRHYDB04,1,2039,30.2746
REGION1,SEA4N,PWRHYDB04,1,2039,21.4142
REGION1,SEA1D,PWRHYDB04,1,2040,30.2746
REGION1,SEA3N,PWRHYDB04,1,2040,16.3012
REGION1,SEA4D,PWRHYDB04,1,2040,3.6052
REGION1,SEA4N,PWRHYDB04,1,2040,30.2746
REGION1,SEA1D,PWRHYDB04,1,2041,25.6309
REGION1,SEA2D,PWRHYDB04,1,2041,3.6155
REGION1,SEA4D,PWRHYDB04,1,2041,30.2746
REGION1,SEA4N,PWRHYDB04,1,2041,30.2746
REGION1,SEA2D,PWRHYDB04,1,2042,30.2746
REGION1,SEA2N,PWRHYDB04,1,2042,30.2746
REGION1,SEA3N,PWRHYDB04,1,2042,29.4312
REGION1,SEA1D,PWRHYDB04,1,2043,27.4691
REGION1,SEA3D,PWRHYDB04,1,2043,30.2746
REGION1,SEA4N,PWRHYDB04,1,2043,30.2746
REGION1,SEA1N,PWRHYDB04,1,2044,30.2746
REGION1,SEA3D,PWRHYDB04,1,2044,30.2746
REGION1,SEA3N,PWRHYDB04,1,2044,18.6189
REGION1,SEA4D,PWRHYDB04,1,2044,30.2746
REGION1,SEA1D,PWRHYDB04,1,2045,29.4874
REGION1,SEA4D,PWRHYDB04,1,2045,30.2746
REGION1,SEA4N,PWRHYDB04,1,2045,30.2746
REGION1,SEA1D,PWRHYDB04,1,2046,30.2746
REGION1,SEA2N,PWRHYDB04,1,2046,30.2746
REGION1,SEA4D,PWRHYDB04,1,2046,30.2746
REGION1,SEA4N,PWRHYDB04,1,2046,11.3227
REGION1,SEA1D,PWRHYDB04,1,2047,9.3044
REGION1,SEA3D,PWRHYDB04,1,2047,30.2746
REGION1,SEA4D,PWRHYDB04,1,2047,30.2746
REGION1,SEA4N,PWRHYDB04,1,2047,30.2746
REGION1,SEA1D,PWRHYDB04,1,2048,25.816
REGION1,SEA2D,PWRHYDB04,1,2048,3.4419
REGION1,SEA4D,PWRHYDB04,1,2048,30.2746
REGION1,SEA4N,PWRHYDB04,1,2048,30.2746
REGION1,SEA1D,PWRHYDB04,1,2049,30.2746
REGION1,SEA2D,PWRHYDB04,1,2049,8.7229
REGION1,SEA3D,PWRHYDB04,1,2049,30.2746
REGION1,SEA4D,PWRHYDB04,1,2049,30.2746
REGION1,SEA3D,PWRHYDB04,1,2050,30.2746
REGION1,SEA3N,PWRHYDB04,1,2050,12.5261
REGION1,SEA4D,PWRHYDB04,1,2050,26.2968
REGION1,SEA4N,PWRHYDB04,1,2050,30.2746
REGION1,SEA2D,PWRHYDB05,1,2020,1.8922
REGION1,SEA3N,PWRHYDB05,1,2020,1.8922
REGION1,SEA4N,PWRHYDB05,1,2020,1.211
REGION1,SEA1D,PWRHYDB05,1,2021,1.0848
REGION1,SEA2D,PWRHYDB05,1,2021,1.8922
REGION1,SEA4N,PWRHYDB05,1,2021,1.8922
REGION1,SEA1D,PWRHYDB05,1,2022,1.8922
REGION1,SEA2D,PWRHYDB05,1,2022,1.8922
REGION1,SEA4N,PWRHYDB05,1,2022,1.0848
REGION1,SEA1D,PWRHYDB05,1,2023,1.7156
REGION1,SEA1N,PWRHYDB05,1,2023,1.8922
REGION1,SEA4N,PWRHYDB05,1,2023,1.8922
REGION1,SEA2D,PWRHYDB05,1,2024,1.1533
REGION1,SEA3D,PWRHYDB05,1,2024,0.1604
REGION1,SEA3N,PWRHYDB05,1,2024,1.8922
REGION1,SEA4N,PWRHYDB05,1,2024,1.8922
REGION1,SEA1N,PWRHYDB05,1,2025,1.8922
REGION1,SEA2D,PWRHYDB05,1,2025,1.7266
REGION1,SEA3N,PWRHYDB05,1,2025,1.8922
REGION1,SEA2D,PWRHYDB05,1,2026,1.8922
REGION1,SEA2N,PWRHYDB05,1,2026,1.8922
REGION1,SEA3D,PWRHYDB05,1,2026,0.1135
REGION1,SEA3N,PWRHYDB05,1,2026,1.8922
REGION1,SEA1N,PWRHYDB05,1,2027,1.8922
REGION1,SEA2D,PWRHYDB05,1,2027,1.8922
REGION1,SEA3D,PWRHYDB05,1,2027,1.8922
REGION1,SEA3N,PWRHYDB05,1,2027,0.3514
REGION1,SEA1D,PWRHYDB05,1,2028,1.8922
REGION1,SEA2D,PWRHYDB05,1,2028,1.8922
REGION1,SEA3D,PWRHYDB05,1,2028,1.6273
REGION1,SEA2D,PWRHYDB05,1,2029,1.2536
REGION1,SEA3N,PWRHYDB05,1,2029,1.8922
REGION1,SEA4N,PWRHYDB05,1,2029,1.8922
REGION1,SEA1D,PWRHYDB05,1,2030,1.8922
REGION1,SEA2D,PWRHYDB05,1,2030,1.8922
REGION1,SEA4N,PWRHYDB05,1,2030,1.0848
REGION1,SEA1D,PWRHYDB05,1,2031,1.8922
REGION1,SEA2D,PWRHYDB05,1,2031,1.8922
REGION1,SEA2N,PWRHYDB05,1,2031,1.8081
REGION1,SEA1N,PWRHYDB05,1,2032,1.8922
REGION1,SEA2D,PWRHYDB05,1,2032,1.8922
REGION1,SEA2N,PWRHYDB05,1,2032,1.8922
REGION1,SEA4N,PWRHYDB05,1,2032,0.4541
REGION1,SEA1N,PWRHYDB05,1,2033,1.8922
REGION1,SEA2N,PWRHYDB05,1,2033,1.8922
REGION1,SEA3N,PWRHYDB05,1,2033,1.8922
REGION1,SEA4N,PWRHYDB05,1,2033,0.7064
REGION1,SEA2N,PWRHYDB05,1,2034,0.1261
REGION1,SEA3D,PWRHYDB05,1,2034,1.8922
REGION1,SEA3N,PWRHYDB05,1,2034,1.8922
REGION1,SEA4N,PWRHYDB05,1,2034,1.8922
REGION1,SEA1D,PWRHYDB05,1,2035,1.7156
REGION1,SEA1N,PWRHYDB05,1,2035,1.8922
REGION1,SEA4N,PWRHYDB05,1,2035,1.8922
REGION1,SEA1D,PWRHYDB05,1,2036,0.0757
REGION1,SEA2D,PWRHYDB05,1,2036,1.8922
REGION1,SEA2N,PWRHYDB05,1,2036,1.8922
REGION1,SEA3N,PWRHYDB05,1,2036,1.8922
REGION1,SEA1D,PWRHYDB05,1,2037,1.8922
REGION1,SEA1N,PWRHYDB05,1,2037,1.8922
REGION1,SEA3N,PWRHYDB05,1,2037,1.8381
REGION1,SEA1D,PWRHYDB05,1,2038,0.7064
REGION1,SEA2N,PWRHYDB05,1,2038,1.8922
REGION1,SEA3D,PWRHYDB05,1,2038,1.8922
REGION1,SEA4N,PWRHYDB05,1,2038,1.8922
REGION1,SEA1D,PWRHYDB05,1,2039,1.8922
REGION1,SEA2D,PWRHYDB05,1,2039,1.8922
REGION1,SEA3N,PWRHYDB05,1,2039,1.1623
REGION1,SEA1D,PWRHYDB05,1,2040,1.8922
REGION1,SEA2D,PWRHYDB05,1,2040,1.8922
REGION1,SEA4N,PWRHYDB05,1,2040,1.0848
REGION1,SEA1D,PWRHYDB05,1,2041,1.8922
REGION1,SEA1N,PWRHYDB05,1,2041,0.2752
REGION1,SEA2N,PWRHYDB05,1,2041,1.8922
REGION1,SEA3N,PWRHYDB05,1,2041,1.8922
REGION1,SEA1D,PWRHYDB05,1,2042,1.8922
REGION1,SEA1N,PWRHYDB05,1,2042,1.8922
REGION1,SEA4N,PWRHYDB05,1,2042,1.7156
REGION1,SEA1D,PWRHYDB05,1,2043,1.8922
REGION1,SEA2D,PWRHYDB05,1,2043,0.071
REGION1,SEA2N,PWRHYDB05,1,2043,1.8922
REGION1,SEA4N,PWRHYDB05,1,2043,1.8922
REGION1,SEA1N,PWRHYDB05,1,2044,1.8922
REGION1,SEA2D,PWRHYDB05,1,2044,1.8922
REGION1,SEA3D,PWRHYDB05,1,2044,1.8922
REGION1,SEA3N,PWRHYDB05,1,2044,0.3514
REGION1,SEA2N,PWRHYDB05,1,2045,1.8922
REGION1,SEA3D,PWRHYDB05,1,2045,0.3027
REGION1,SEA3N,PWRHYDB05,1,2045,1.8922
REGION1,SEA4N,PWRHYDB05,1,2045,1.8922
REGION1,SEA1D,PWRHYDB05,1,2046,1.8922
REGION1,SEA2N,PWRHYDB05,1,2046,1.8922
REGION1,SEA3N,PWRHYDB05,1,2046,0.0811
REGION1,SEA4N,PWRHYDB05,1,2046,1.8922
REGION1,SEA1N,PWRHYDB05,1,2047,1.8922
REGION1,SEA2N,PWRHYDB05,1,2047,1.8922
REGION1,SEA3N,PWRHYDB05,1,2047,0.6217
REGION1,SEA4N,PWRHYDB05,1,2047,1.8922
REGION1,SEA2D,PWRHYDB05,1,2048,1.8922
REGION1,SEA2N,PWRHYDB05,1,2048,1.8922
REGION1,SEA3N,PWRHYDB05,1,2048,1.8922
REGION1,SEA4N,PWRHYDB05,1,2048,0.0757
REGION1,SEA1N,PWRHYDB05,1,2049,0.2752
REGION1,SEA2N,PWRHYDB05,1,2049,1.8922
REGION1,SEA3N,PWRHYDB05,1,2049,1.8922
REGION1,SEA4N,PWRHYDB05,1,2049,1.8922
REGION1,SEA1D,PWRHYDB05,1,2050,1.8922
REGION1,SEA3D,PWRHYDB05,1,2050,1.8922
REGION1,SEA3N,PWRHYDB05,1,2050,1.8922
REGION1,SEA4N,PWRHYDB05,1,2050,0.0757
REGION1,SEA1N,PWRHYDB06,1,2020,32.0496
REGION1,SEA3D,PWRHYDB06,1,2020,86.724
REGION1,SEA4D,PWRHYDB06,1,2020,15.6571
REGION1,SEA4N,PWRHYDB06,1,2020,86.724
REGION1,SEA1D,PWRHYDB06,1,2021,86.724
REGION1,SEA3N,PWRHYDB06,1,2021,67.0332
REGION1,SEA4D,PWRHYDB06,1,2021,46.9149
REGION1,SEA1D,PWRHYDB06,1,2022,45.7977
REGION1,SEA2D,PWRHYDB06,1,2022,28.2906
REGION1,SEA3D,PWRHYDB06,1,2022,4.1962
REGION1,SEA3N,PWRHYDB06,1,2022,86.724
REGION1,SEA4D,PWRHYDB06,1,2022,29.5384
REGION1,SEA1N,PWRHYDB06,1,2023,2.4719
REGION1,SEA2D,PWRHYDB06,1,2023,61.9447
REGION1,SEA3D,PWRHYDB06,1,2023,86.724
REGION1,SEA3N,PWRHYDB06,1,2023,51.8308
REGION1,SEA4D,PWRHYDB06,1,2023,5.5981
REGION1,SEA1D,PWRHYDB06,1,2024,29.6196
REGION1,SEA2N,PWRHYDB06,1,2024,63.2788
REGION1,SEA3D,PWRHYDB06,1,2024,86.724
REGION1,SEA4D,PWRHYDB06,1,2024,86.724
REGION1,SEA2D,PWRHYDB06,1,2025,86.724
REGION1,SEA3D,PWRHYDB06,1,2025,30.333
REGION1,SEA3N,PWRHYDB06,1,2025,56.2702
REGION1,SEA4D,PWRHYDB06,1,2025,20.3181
REGION1,SEA1N,PWRHYDB06,1,2026,5.7442
REGION1,SEA2D,PWRHYDB06,1,2026,59.4136
REGION1,SEA3D,PWRHYDB06,1,2026,86.724
REGION1,SEA4D,PWRHYDB06,1,2026,86.724
REGION1,SEA2N,PWRHYDB06,1,2027,10.9202
REGION1,SEA3D,PWRHYDB06,1,2027,86.724
REGION1,SEA4D,PWRHYDB06,1,2027,43.9086
REGION1,SEA4N,PWRHYDB06,1,2027,86.724
REGION1,SEA1D,PWRHYDB06,1,2028,25.8315
REGION1,SEA2N,PWRHYDB06,1,2028,25.9303
REGION1,SEA3D,PWRHYDB06,1,2028,21.0992
REGION1,SEA4D,PWRHYDB06,1,2028,58.7625
REGION1,SEA4N,PWRHYDB06,1,2028,86.724
REGION1,SEA1D,PWRHYDB06,1,2029,38.6789
REGION1,SEA4D,PWRHYDB06,1,2029,86.724
REGION1,SEA4N,PWRHYDB06,1,2029,86.724
REGION1,SEA1D,PWRHYDB06,1,2030,66.9152
REGION1,SEA2N,PWRHYDB06,1,2030,11.6401
REGION1,SEA4D,PWRHYDB06,1,2030,28.0233
REGION1,SEA4N,PWRHYDB06,1,2030,86.724
REGION1,SEA3D,PWRHYDB06,1,2031,74.1502
REGION1,SEA3N,PWRHYDB06,1,2031,81.3958
REGION1,SEA4D,PWRHYDB06,1,2031,86.724
REGION1,SEA1D,PWRHYDB06,1,2032,86.724
REGION1,SEA2N,PWRHYDB06,1,2032,12.1768
REGION1,SEA3D,PWRHYDB06,1,2032,47.0592
REGION1,SEA4D,PWRHYDB06,1,2032,86.724
REGION1,SEA1D,PWRHYDB06,1,2033,19.9115
REGION1,SEA3D,PWRHYDB06,1,2033,45.1683
REGION1,SEA4D,PWRHYDB06,1,2033,67.816
REGION1,SEA4N,PWRHYDB06,1,2033,86.724
REGION1,SEA2D,PWRHYDB06,1,2034,86.724
REGION1,SEA2N,PWRHYDB06,1,2034,4.4489
REGION1,SEA3D,PWRHYDB06,1,2034,43.6708
REGION1,SEA4D,PWRHYDB06,1,2034,86.724
REGION1,SEA4N,PWRHYDB06,1,2034,1.1141
REGION1,SEA1D,PWRHYDB06,1,2035,32.8973
REGION1,SEA2D,PWRHYDB06,1,2035,86.724
REGION1,SEA4D,PWRHYDB06,1,2035,86.724
REGION1,SEA1D,PWRHYDB06,1,2036,80.7354
REGION1,SEA3D,PWRHYDB06,1,2036,86.724
REGION1,SEA4D,PWRHYDB06,1,2036,60.5119
REGION1,SEA4N,PWRHYDB06,1,2036,2.5788
REGION1,SEA1D,PWRHYDB06,1,2037,41.9609
REGION1,SEA3N,PWRHYDB06,1,2037,86.724
REGION1,SEA4D,PWRHYDB06,1,2037,86.724
REGION1,SEA4N,PWRHYDB06,1,2037,2.4996
REGION1,SEA3D,PWRHYDB06,1,2038,57.0702
REGION1,SEA3N,PWRHYDB06,1,2038,84.1626
REGION1,SEA4D,PWRHYDB06,1,2038,86.724
REGION1,SEA4N,PWRHYDB06,1,2038,8.8044
REGION1,SEA1D,PWRHYDB06,1,2039,67.5869
REGION1,SEA3D,PWRHYDB06,1,2039,86.724
REGION1,SEA4D,PWRHYDB06,1,2039,86.724
REGION1,SEA1N,PWRHYDB06,1,2040,53.7949
REGION1,SEA3D,PWRHYDB06,1,2040,74.079
REGION1,SEA4D,PWRHYDB06,1,2040,86.724
REGION1,SEA4N,PWRHYDB06,1,2040,36.5673
REGION1,SEA2D,PWRHYDB06,1,2041,24.8719
REGION1,SEA3D,PWRHYDB06,1,2041,86.724
REGION1,SEA3N,PWRHYDB06,1,2041,73.2732
REGION1,SEA4D,PWRHYDB06,1,2041,41.1716
REGION1,SEA1D,PWRHYDB06,1,2042,17.2137
REGION1,SEA2D,PWRHYDB06,1,2042,86.724
REGION1,SEA3D,PWRHYDB06,1,2042,8.8487
REGION1,SEA4D,PWRHYDB06,1,2042,86.724
REGION1,SEA4N,PWRHYDB06,1,2042,9.7845
REGION1,SEA2D,PWRHYDB06,1,2043,86.724
REGION1,SEA4D,PWRHYDB06,1,2043,37.6219
REGION1,SEA4N,PWRHYDB06,1,2043,62.3586
REGION1,SEA1D,PWRHYDB06,1,2044,24.1241
REGION1,SEA2D,PWRHYDB06,1,2044,43.6174
REGION1,SEA3N,PWRHYDB06,1,2044,86.724
REGION1,SEA4D,PWRHYDB06,1,2044,43.0758
REGION1,SEA1D,PWRHYDB06,1,2045,86.724
REGION1,SEA2D,PWRHYDB06,1,2045,32.0742
REGION1,SEA2N,PWRHYDB06,1,2045,7.444
REGION1,SEA4D,PWRHYDB06,1,2045,86.724
REGION1,SEA2D,PWRHYDB06,1,2046,45.9086
REGION1,SEA3D,PWRHYDB06,1,2046,45.2565
REGION1,SEA4D,PWRHYDB06,1,2046,19.2885
REGION1,SEA4N,PWRHYDB06,1,2046,86.724
REGION1,SEA2D,PWRHYDB06,1,2047,78.5957
REGION1,SEA4D,PWRHYDB06,1,2047,11.4632
REGION1,SEA4N,PWRHYDB06,1,2047,86.724
REGION1,SEA3D,PWRHYDB06,1,2048,86.724
REGION1,SEA3N,PWRHYDB06,1,2048,4.9093
REGION1,SEA4D,PWRHYDB06,1,2048,47.1921
REGION1,SEA4N,PWRHYDB06,1,2048,86.724
REGION1,SEA3D,PWRHYDB06,1,2049,86.724
REGION1,SEA4D,PWRHYDB06,1,2049,86.724
REGION1,SEA4N,PWRHYDB06,1,2049,67.5869
REGION1,SEA1D,PWRHYDB06,1,2050,63.9384
REGION1,SEA3D,PWRHYDB06,1,2050,0.9106
REGION1,SEA3N,PWRHYDB06,1,2050,86.724
REGION1,SEA4D,PWRHYDB06,1,2050,53.2491
REGION1,SEA1D,PWRHYDB07,1,2020,0.1287
REGION1,SEA2D,PWRHYDB07,1,2020,1.2614
REGION1,SEA3N,PWRHYDB07,1,2020,1.2614
REGION1,SEA4N,PWRHYDB07,1,2020,1.2614
REGION1,SEA1N,PWRHYDB07,1,2021,1.2614
REGION1,SEA2D,PWRHYDB07,1,2021,1.2614
REGION1,SEA3N,PWRHYDB07,1,2021,0.4082
REGION1,SEA4N,PWRHYDB07,1,2021,1.2614
REGION1,SEA1D,PWRHYDB07,1,2022,1.2614
REGION1,SEA2D,PWRHYDB07,1,2022,1.2614
REGION1,SEA2N,PWRHYDB07,1,2022,0.7751
REGION1,SEA3D,PWRHYDB07,1,2022,1.2614
REGION1,SEA1D,PWRHYDB07,1,2023,0.5491
REGION1,SEA1N,PWRHYDB07,1,2023,1.2614
REGION1,SEA3N,PWRHYDB07,1,2023,1.2614
REGION1,SEA4N,PWRHYDB07,1,2023,1.2614
REGION1,SEA2D,PWRHYDB07,1,2024,1.2614
REGION1,SEA3D,PWRHYDB07,1,2024,0.193
REGION1,SEA3N,PWRHYDB07,1,2024,1.2614
REGION1,SEA4N,PWRHYDB07,1,2024,1.2614
REGION1,SEA1D,PWRHYDB07,1,2025,1.2614
REGION1,SEA1N,PWRHYDB07,1,2025,1.2614
REGION1,SEA3N,PWRHYDB07,1,2025,1.2614
REGION1,SEA4N,PWRHYDB07,1,2025,0.5491
REGION1,SEA1D,PWRHYDB07,1,2026,1.2614
REGION1,SEA2D,PWRHYDB07,1,2026,1.2614
REGION1,SEA3D,PWRHYDB07,1,2026,0.193
REGION1,SEA3N,PWRHYDB07,1,2026,1.2614
REGION1,SEA1N,PWRHYDB07,1,2027,1.2614
REGION1,SEA2D,PWRHYDB07,1,2027,1.2614
REGION1,SEA3D,PWRHYDB07,1,2027,0.5714
REGION1,SEA4N,PWRHYDB07,1,2027,1.2614
REGION1,SEA1D,PWRHYDB07,1,2028,1.2614
REGION1,SEA2D,PWRHYDB07,1,2028,1.2614
REGION1,SEA3N,PWRHYDB07,1,2028,0.0478
REGION1,SEA4N,PWRHYDB07,1,2028,1.2614
REGION1,SEA1D,PWRHYDB07,1,2029,1.2614
REGION1,SEA2D,PWRHYDB07,1,2029,1.2614
REGION1,SEA3D,PWRHYDB07,1,2029,0.193
REGION1,SEA3N,PWRHYDB07,1,2029,1.2614
REGION1,SEA1D,PWRHYDB07,1,2030,1.2614
REGION1,SEA1N,PWRHYDB07,1,2030,1.2614
REGION1,SEA2D,PWRHYDB07,1,2030,1.2614
REGION1,SEA4N,PWRHYDB07,1,2030,0.381
REGION1,SEA1D,PWRHYDB07,1,2031,1.2614
REGION1,SEA2D,PWRHYDB07,1,2031,1.2614
REGION1,SEA3D,PWRHYDB07,1,2031,0.0669
REGION1,SEA4N,PWRHYDB07,1,2031,1.2614
REGION1,SEA1D,PWRHYDB07,1,2032,1.2614
REGION1,SEA1N,PWRHYDB07,1,2032,1.2614
REGION1,SEA2D,PWRHYDB07,1,2032,1.2614
REGION1,SEA3N,PWRHYDB07,1,2032,0.4082
REGION1,SEA1N,PWRHYDB07,1,2033,1.2614
REGION1,SEA2D,PWRHYDB07,1,2033,1.2614
REGION1,SEA3D,PWRHYDB07,1,2033,0.6976
REGION1,SEA3N,PWRHYDB07,1,2033,1.2614
REGION1,SEA1D,PWRHYDB07,1,2034,1.2614
REGION1,SEA3D,PWRHYDB07,1,2034,0.3191
REGION1,SEA3N,PWRHYDB07,1,2034,1.2614
REGION1,SEA4N,PWRHYDB07,1,2034,1.2614
REGION1,SEA1D,PWRHYDB07,1,2035,0.381
REGION1,SEA1N,PWRHYDB07,1,2035,1.2614
REGION1,SEA2D,PWRHYDB07,1,2035,1.2614
REGION1,SEA4N,PWRHYDB07,1,2035,1.2614
REGION1,SEA2D,PWRHYDB07,1,2036,1.2614
REGION1,SEA2N,PWRHYDB07,1,2036,0.2144
REGION1,SEA3N,PWRHYDB07,1,2036,1.2614
REGION1,SEA4N,PWRHYDB07,1,2036,1.2614
REGION1,SEA1D,PWRHYDB07,1,2037,1.2614
REGION1,SEA1N,PWRHYDB07,1,2037,1.2614
REGION1,SEA2D,PWRHYDB07,1,2037,1.2614
REGION1,SEA3N,PWRHYDB07,1,2037,0.4082
REGION1,SEA2N,PWRHYDB07,1,2038,1.2614
REGION1,SEA3D,PWRHYDB07,1,2038,1.2614
REGION1,SEA3N,PWRHYDB07,1,2038,1.129
REGION1,SEA4N,PWRHYDB07,1,2038,1.2614
REGION1,SEA1D,PWRHYDB07,1,2039,1.2614
REGION1,SEA2D,PWRHYDB07,1,2039,1.2614
REGION1,SEA2N,PWRHYDB07,1,2039,1.2614
REGION1,SEA3N,PWRHYDB07,1,2039,0.5104
REGION1,SEA4N,PWRHYDB07,1,2039,0.0728
REGION1,SEA1D,PWRHYDB07,1,2040,1.2614
REGION1,SEA2D,PWRHYDB07,1,2040,1.2614
REGION1,SEA3N,PWRHYDB07,1,2040,0.0478
REGION1,SEA4N,PWRHYDB07,1,2040,1.2614
REGION1,SEA1D,PWRHYDB07,1,2041,1.2614
REGION1,SEA2D,PWRHYDB07,1,2041,1.2614
REGION1,SEA3D,PWRHYDB07,1,2041,0.193
